epoch,train_loss,val_loss,dice,iou,sensitivity,specificity,accuracy
18,0.4849725663661957,0.4458732530474663,0.7187636345624924,0.5610700696706772,0.6547368466854095,0.9824615567922592,0.9505081176757812
19,0.4755828529596329,0.43226657807826996,0.7637388110160828,0.6178466379642487,0.7496347427368164,0.9776690602302551,0.955286979675293
20,0.4668413773179054,0.42222632467746735,0.774916261434555,0.6325911730527878,0.7731583416461945,0.9769642204046249,0.956883430480957
21,0.4574377089738846,0.40664276480674744,0.77137191593647,0.6279078423976898,0.7882033735513687,0.973487138748169,0.9552125930786133
22,0.44953761994838715,0.40548723191022873,0.775900349020958,0.6339022815227509,0.8048145174980164,0.9718368947505951,0.9553670883178711
23,0.4395979940891266,0.3986336886882782,0.777314230799675,0.6358383446931839,0.8206721991300583,0.969843402504921,0.954986572265625
24,0.43310824781656265,0.37771348655223846,0.784306064248085,0.6452337503433228,0.7828707695007324,0.9780741184949875,0.9587507247924805
25,0.42658474296331406,0.37586986273527145,0.7865357846021652,0.6482422947883606,0.7997709363698959,0.9760090857744217,0.9584856033325195
26,0.4188411459326744,0.38734038174152374,0.7830724716186523,0.643614649772644,0.8324778079986572,0.9696217328310013,0.9558877944946289
27,0.4114278331398964,0.3626391217112541,0.7897516340017319,0.6526325196027756,0.78865085542202,0.9784787148237228,0.9597501754760742
28,0.40488681197166443,0.3603382930159569,0.7931546568870544,0.6572855859994888,0.8081580102443695,0.976205363869667,0.9596023559570312
29,0.4007555618882179,0.3598991185426712,0.7953030616044998,0.6602683365345001,0.8062391132116318,0.9773817360401154,0.9603557586669922
30,0.39527756720781326,0.3559098467230797,0.7967185974121094,0.6621848344802856,0.803332507610321,0.9780250042676926,0.9607009887695312
31,0.3906749412417412,0.3584243431687355,0.79172483086586,0.655323937535286,0.8321368247270584,0.9719264209270477,0.9580163955688477
32,0.38517866283655167,0.3459760695695877,0.7967344671487808,0.6622548997402191,0.8181947022676468,0.9756749868392944,0.9600791931152344
33,0.38161155581474304,0.341300904750824,0.7984274923801422,0.6645664423704147,0.7761325091123581,0.982758641242981,0.9624347686767578
34,0.3797961324453354,0.34027913957834244,0.8000301271677017,0.6668146997690201,0.8077265173196793,0.978331983089447,0.961395263671875
35,0.3753904849290848,0.3456646576523781,0.7955663651227951,0.6606040745973587,0.8169402927160263,0.9757539182901382,0.9598636627197266
36,0.37178169190883636,0.3410070985555649,0.7980013638734818,0.6639712601900101,0.8163745403289795,0.9764694720506668,0.9604530334472656
37,0.36996185779571533,0.34046199172735214,0.7992368191480637,0.665673166513443,0.8182655870914459,0.9765472412109375,0.9607257843017578
38,0.36899104714393616,0.34130585193634033,0.7950877100229263,0.6600139290094376,0.8194028288125992,0.97536601126194,0.9597787857055664
39,0.3666195869445801,0.3352837935090065,0.7981150597333908,0.664129376411438,0.8123340755701065,0.9772308170795441,0.9607553482055664
40,0.3639199882745743,0.3342715874314308,0.7995714694261551,0.6661229282617569,0.8106425702571869,0.9778139442205429,0.9611244201660156
41,0.3632217347621918,0.3349834531545639,0.8002147078514099,0.6670262962579727,0.8110429346561432,0.9779441505670547,0.9612865447998047
42,0.3608299344778061,0.33264516294002533,0.7997724562883377,0.6664303839206696,0.8137476146221161,0.9774231612682343,0.9610862731933594
43,0.3604878932237625,0.33104201406240463,0.8004471957683563,0.6673702448606491,0.8138657957315445,0.9775792211294174,0.9612417221069336
44,0.3591357693076134,0.3310829699039459,0.8013586103916168,0.6686330139636993,0.8082854002714157,0.9786781668663025,0.9616918563842773
45,0.3572853207588196,0.33204933255910873,0.8013453036546707,0.6686088293790817,0.8105894923210144,0.9783062636852264,0.9615631103515625
46,0.35747334361076355,0.332951121032238,0.8011056482791901,0.6682732999324799,0.8140066266059875,0.9777279198169708,0.9613609313964844
47,0.3566970080137253,0.3332405239343643,0.8006181418895721,0.6676013618707657,0.8148158490657806,0.9774985760450363,0.9612226486206055
48,0.3556055948138237,0.33343827724456787,0.8002750277519226,0.6671188026666641,0.8145367056131363,0.9774674773216248,0.9611587524414062
49,0.35741812735795975,0.33308807760477066,0.8001033812761307,0.6668766736984253,0.8137213885784149,0.9775683134794235,0.9611587524414062
50,0.3560923635959625,0.33280984312295914,0.8000607341527939,0.6668186336755753,0.8128075450658798,0.9776968508958817,0.9611930847167969
