epoch,train_loss,val_loss,dice,iou,sensitivity,specificity,accuracy
23,0.5242895036935806,0.7430442273616791,0.07341815065592527,0.038271002005785704,0.04149470431730151,0.9911502748727798,0.8993473052978516
24,0.5205312371253967,0.7428569495677948,0.07525329105556011,0.03926065098494291,0.04241136834025383,0.9915535897016525,0.8998079299926758
25,0.5176757127046585,0.7423402369022369,0.07732396386563778,0.040384740103036165,0.04348092386499047,0.9919314980506897,0.9002552032470703
26,0.514615997672081,0.741489052772522,0.08223598450422287,0.04306557076051831,0.04628538992255926,0.9921783059835434,0.9007368087768555
27,0.5122496336698532,0.7424203157424927,0.08159427344799042,0.04273579875007272,0.045728327706456184,0.9926667660474777,0.9011192321777344
28,0.509303942322731,0.74369977414608,0.08152206521481276,0.04270820040255785,0.04561915481463075,0.9928259551525116,0.9012584686279297
29,0.5070174932479858,0.7441836893558502,0.08336032181978226,0.043721348978579044,0.046576629392802715,0.9930815547704697,0.9015913009643555
30,0.5048731788992882,0.7448125034570694,0.08676519617438316,0.04559003654867411,0.04849941935390234,0.9932373315095901,0.9019231796264648
31,0.5026808530092239,0.7447939962148666,0.09229448065161705,0.04861974390223622,0.051609833259135485,0.993474155664444,0.9024496078491211
32,0.5011601895093918,0.7453741282224655,0.09476146940141916,0.04997237306088209,0.05293814651668072,0.9937285780906677,0.9028139114379883
33,0.4993407428264618,0.7456155717372894,0.09824418369680643,0.05189947318285704,0.05487217474728823,0.9939659684896469,0.9032135009765625
34,0.49766509234905243,0.7457796931266785,0.10292353574186563,0.05451149307191372,0.057581654749810696,0.9940715283155441,0.903569221496582
35,0.49698178470134735,0.7452915608882904,0.10526187531650066,0.055819669272750616,0.05885115824639797,0.9942967146635056,0.9038915634155273
36,0.49533723294734955,0.7453882843255997,0.10631122626364231,0.05642276396974921,0.05931386072188616,0.994632288813591,0.9042367935180664
37,0.4940110743045807,0.7443158626556396,0.11043495777994394,0.05875042034313083,0.061668497044593096,0.9948304742574692,0.9046297073364258
38,0.49266769737005234,0.7427093237638474,0.11597585771232843,0.06189630599692464,0.06490813102573156,0.994980201125145,0.9050521850585938
39,0.49302390962839127,0.7405876219272614,0.12208272144198418,0.06538957823067904,0.06848607026040554,0.9951678961515427,0.9055395126342773
40,0.4918806105852127,0.7380077540874481,0.13019491359591484,0.07005782891064882,0.07328829355537891,0.9953052848577499,0.9061164855957031
41,0.49173836410045624,0.7349316775798798,0.1409177128225565,0.07630421221256256,0.07980281580239534,0.9953508079051971,0.9067659378051758
42,0.4906528368592262,0.7321354150772095,0.148710947483778,0.08088980615139008,0.08447852544486523,0.995520681142807,0.9073572158813477
43,0.49049966037273407,0.7287996113300323,0.1586756743490696,0.08681027777493,0.09060655441135168,0.9956128299236298,0.9080142974853516
44,0.4902356415987015,0.7243298590183258,0.17014470137655735,0.09372301865369081,0.09776900708675385,0.9957054853439331,0.9087657928466797
45,0.4893476441502571,0.7201432436704636,0.18248997628688812,0.1012773085385561,0.10568083450198174,0.9957174807786942,0.9095077514648438
46,0.48958563059568405,0.7159688472747803,0.1945101823657751,0.1087589655071497,0.11358737852424383,0.9956651031970978,0.9101953506469727
47,0.48956069350242615,0.7114209085702896,0.2063392847776413,0.11621368117630482,0.12144431937485933,0.9956464469432831,0.9109020233154297
48,0.4896809160709381,0.7072150856256485,0.2192774061113596,0.12448277045041323,0.13018078822642565,0.995605543255806,0.911677360534668
49,0.4893490597605705,0.7036852836608887,0.22999877482652664,0.1314400788396597,0.13756885565817356,0.9955606162548065,0.9123096466064453
50,0.4902949258685112,0.6986389756202698,0.24373307079076767,0.14043669030070305,0.14704280346632004,0.9955613166093826,0.913177490234375
